REG_NO|ITEM_SKU|BUYER_EMAIL|PURCHASED_ON|SALES_CH|COVER_YRS|ZONE
WR-202600926|SKU-P1005|ethan.costa601@example.com|01.08.2026|SHOP|3|AMER
WR-202600927|SKU-P1018|orders@tanaka695.example.com|13.07.2026|WEB|1|APJ
WR-202600928|SKU-P1065|orders@meyer490.example.com|13.05.2026|WEB|1|EMEA
WR-202600929|SKU-P1033|orders@bauer778.example.com|17.03.2026|BULK|1|AMER
WR-202600930|SKU-P1006|orders@ito776.example.com|26.02.2026|BULK|2|EMEA
WR-202600931|SKU-P1015|lucas.holm107@example.com|20.07.2026|WEB|1|AMER
WR-202600932|SKU-P1114|orders@klein517.example.com|29.04.2026|WEB|3|AMER
WR-202600933|SKU-P1013|tara.moreau170@example.com|31.07.2026|WEB|3|EMEA
WR-202600934|SKU-P1113|mateo.klein541@example.com|21.01.2026|WEB|1| AMER 
WR-202500935|SKU-P1053|noah.silva602@example.com|04.01.2025|SHOP|1|LATM
WR-202600936|SKU-P1113|tara.moreau170@example.com|28.07.2026|WEB|3|EMEA
WR-202500937|SKU-P1076|orders@egan488.example.com|07.02.2025|BULK|1|EMEA
WR-202600938|SKU-P1081|sam.barros590@example.com|28.03.2026|WEB|1|AMER
WR-202600939|SKU-P1066|yuki.barros367@example.com|19.01.2026|SHOP|1|AMER
WR-202500940|SKU-P1061|orders@fischer544.example.com|03.09.2025|BULK|3|EMEA
WR-202500941|SKU-P1000|kai.nguyen161@example.com|07.10.2025|SHOP|1|AMER
WR-202500942|SKU-P1050|orders@dubois304.example.com|06.12.2025|WEB|2|LATM
WR-202600943|SKU-P1009|orders@ortiz322.example.com|10.04.2026|BULK|1|EMEA
WR-202500944|SKU-P1029|orders@sato575.example.com|27.05.2025|BULK|2|APJ
WR-202500945|SKU-P1013|nora.reyes434@example.com|14.04.2025|MKT|2|AMER
WR-202500946|SKU-P1046|liam.larsen368@example.com|17.11.2025|SHOP|1|EMEA
WR-202500947|SKU-P1114|lena.costa553@example.com|05.12.2025|WEB|3|APJ
WR-202500948|SKU-P1076|orders@meyer490.example.com|04.12.2025|BULK|2|EMEA
WR-202600949|SKU-P1030|mateo.nguyen641@example.com|06.06.2026|WEB|2|EMEA
WR-202500950|SKU-P1029|owen.quinn146@example.com|26.06.2025|WEB|1|AMER
WR-202500951|SKU-P1021|ORDERS@FONTAINE593.EXAMPLE.COM|01.06.2025|WEB|1|LATM
WR-202600952|SKU-P1028|unknown.buyer952@example.net|15.07.2026|WEB|2|AMER
WR-202600953|SKU-P1054|kenji.silva675@example.com|21.04.2026|SHOP|1|APJ
WR-202600954|SKU-P1113|yuki.fontaine596@example.com|06.07.2026|MKT|1|LATM
WR-202500955|SKU-P1094|SAM.BERG496@EXAMPLE.COM|21.08.2025|WEB|2|EMEA
WR-202600956|SKU-P1040|orders@sato575.example.com|03.08.2026|WEB|2|APJ
WR-202500957|SKU-P1116|lucas.reyes383@example.com|08.09.2025|WEB|1|EMEA
WR-202500958|SKU-P1015|arjun.tanaka14@example.com|13.03.2025|SHOP|2|AMER
WR-202500959|SKU-P1017|orders@petrov573.example.com|22.05.2025|BULK|2|EMEA
WR-202500960|SKU-P1088|AVA.HARTLEY561@EXAMPLE.COM|10.10.2025|SHOP|2|AMER
WR-202600961|SKU-P1087|orders@quinn0.example.com|11.08.2026|BULK|2|EMEA
WR-202600962|SKU-P1065|anders.kowalski248@example.com|22.07.2026|MKT|3|APJ
WR-202500963|SKU-P1095|freya.lindqvist677@example.com|22.03.2025|SHOP|3|LATM
WR-202500964|SKU-P1087|kai.nguyen161@example.com|04.12.2025|WEB|1|AMER
WR-202500965|SKU-P1036|tomas.vargas719@example.com|24.11.2025|WEB|3|LATM
WR-202600966|SKU-P1022|jonas.weber751@example.com|23.06.2026|WEB|3|LATM
WR-202600967|SKU-P1059|ISLA.BAUER76@EXAMPLE.COM|28.07.2026|WEB|2|APJ
WR-202500968|SKU-P1107|orders@kowalski364.example.com|28.10.2025|BULK|1|LATM
WR-202500969|SKU-P1009|orders@tanaka695.example.com|02.07.2025|WEB|5|APJ
WR-202600970|SKU-P1005|nora.bauer529@example.com|28.03.2026|SHOP|3|AMER
WR-202500971|SKU-P1001|orders@meyer227.example.com|02.05.2025|BULK|2|AMER
WR-202500972|SKU-P1001|viktor.ferreira423@example.com|02.09.2025|WEB|2| AMER 
WR-202500973|SKU-P1113|orders@bauer778.example.com|19.03.2025|BULK|2|AMER
WR-202600974|SKU-P1004|liam.bauer133@example.com|14.05.2026|WEB|2|AMER
WR-202500975|SKU-P1045|unknown.buyer975@example.net|02.12.2025|MKT|1|LATM
WR-202600976|SKU-P1107|mateo.costa6@example.com|13.06.2026|MKT|1|AMER
WR-202600977|SKU-P1030|freya.holm427@example.com|04.08.2026|WEB|1|APJ
WR-202500978|SKU-P1023|maya.petrov765@example.com|17.09.2025|WEB|1|LATM
WR-202500979|SKU-P1084|lucas.reyes301@example.com|22.09.2025|WEB|3|APJ
WR-202600980|SKU-P1094|elsa.egan505@example.com|24.06.2026|MKT|3|AMER
WR-202600981|SKU-P1034|kenji.voss749@example.com|28.02.2026|SHOP|1|LATM
WR-202600982|SKU-P1038|orders@tanaka101.example.com|18.04.2026|WEB|3|AMER
WR-202500983|SKU-P1081|isla.voss619@example.com|11.03.2025|SHOP|1|EMEA
WR-202500984|SKU-P1034|orders@kowalski364.example.com|02.10.2025|BULK|3|LATM
WR-202600985|SKU-P1019|sam.klein191@example.com|07.04.2026|WEB|1|EMEA
WR-202600986|SKU-P1067|felix.moreau242@example.com|31.05.2026|WEB|2|EMEA
WR-202500987|SKU-P1017|orders@tanaka446.example.com|21.11.2025|BULK|2|AMER
WR-202600988|SKU-P1074|ORDERS@ANDERSEN785.EXAMPLE.COM|04.04.2026|WEB|2|AMER
WR-202500989|SKU-P1071|marco.quinn247@example.com|10.06.2025|SHOP|2|AMER
WR-202600990|SKU-P1003|orders@tanaka446.example.com|16.02.2026|BULK|1|AMER
WR-202500991|SKU-P1062|tomas.vargas719@example.com|24.11.2025|WEB|5|LATM
WR-202500992|SKU-P1022|orders@quinn238.example.com|25.08.2025|BULK|3|AMER
WR-202500993|SKU-P1103|nadia.jensen722@example.com|23.03.2025|SHOP|1|AMER
WR-202500994|SKU-P1047|kai.fischer439@example.com|17.04.2025|SHOP|2|APJ
WR-202600995|SKU-P1089|kenji.svensson328@example.com|06.05.2026|WEB|2|AMER
WR-202500996|SKU-P1028|marco.petrov745@example.com|21.01.2025|WEB|3|LATM
WR-202600997|SKU-P1061|orders@keller560.example.com|09.03.2026|BULK|2|AMER
WR-202500998|SKU-P1040|lucas.sato12@example.com|14.11.2025|WEB|1|EMEA
WR-202500999|SKU-P1018|tara.svensson515@example.com|27.10.2025|MKT|1|EMEA
WR-202601000|SKU-P1029|leo.holm393@example.com|29.05.2026|WEB|3|EMEA
WR-202601001|SKU-P1009|arjun.sato154@example.com|08.04.2026|MKT|3| AMER 
WR-202501002|SKU-P1038|orders@fischer586.example.com|11.04.2025|BULK|1|EMEA
WR-202501003|SKU-P1095|isla.jensen55@example.com|13.12.2025|SHOP|1|APJ
WR-202501004|SKU-P1007|sam.voss400@example.com|02.05.2025|WEB|3|EMEA
WR-202601005|SKU-P1015|sam.jensen774@example.com|18.05.2026|WEB|2|APJ
WR-202501006|SKU-P1061|elsa.hartley639@example.com|04.01.2025|MKT|1|APJ
WR-202501007|SKU-P1056|elsa.kowalski420@example.com|23.07.2025|SHOP|1|EMEA
WR-202501008|SKU-P1024|orders@lindqvist513.example.com|24.09.2025|WEB|2|APJ
WR-202501009|SKU-P1061|orders@larsen404.example.com|19.05.2025|BULK|1| APJ 
WR-202601010|SKU-P1016|orders@larsen793.example.com|12.05.2026|BULK|2|AMER
WR-202501011|SKU-P1080|tomas.berg615@example.com|23.10.2025|SHOP|2|AMER
WR-202601012|SKU-P1040|sofia.larsen405@example.com|29.03.2026|MKT|1|EMEA
WR-202601013|SKU-P1041|unknown.buyer1013@example.net|18.05.2026|SHOP|2|AMER
WR-202501014|SKU-P1031|zoe.silva172@example.com|06.03.2025|WEB|2|AMER
WR-202501015|SKU-P1082|orders@hartley454.example.com|06.07.2025|WEB|2|EMEA
WR-202501016|SKU-P1040|anders.ferreira467@example.com|23.12.2025|WEB|1|LATM
WR-202601017|SKU-P1088|ORDERS@TANAKA321.EXAMPLE.COM|01.08.2026|WEB|1|AMER
WR-202601018|SKU-P1030|ethan.romero306@example.com|14.05.2026|MKT|3|EMEA
WR-202501019|SKU-P1072|orders@jensen148.example.com|15.07.2025|BULK|2|APJ
WR-202601020|SKU-P1038|owen.weber64@example.com|13.07.2026|SHOP|1|LATM
WR-202501021|SKU-P1030|isla.barros35@example.com|05.07.2025|WEB|3|AMER
WR-202501022|SKU-P1065|emma.novak564@example.com|02.07.2025|WEB|2|EMEA
WR-202501023|SKU-P1000|orders@okafor226.example.com|11.06.2025|WEB|5|AMER
WR-202501024|SKU-P1052|orders@kowalski364.example.com|16.06.2025|BULK|5|LATM
WR-202601025|SKU-P1098|orders@costa237.example.com|01.05.2026|MKT|1|EMEA
WR-202601026|SKU-P1008|lena.klein197@example.com|11.08.2026|MKT|1|LATM
WR-202601027|SKU-P1105|jonas.weber751@example.com|23.06.2026|WEB|3|LATM
WR-202601028|SKU-P1105|orders@bauer658.example.com|07.08.2026|BULK|3|LATM
WR-202501029|SKU-P1041|nora.hartley336@example.com|13.11.2025|SHOP|3|AMER
WR-202501030|SKU-P1062|orders@andersen480.example.com|15.12.2025|BULK|1|EMEA
WR-202501031|SKU-P1110|ines.hartley378@example.com|22.05.2025|WEB|1|AMER
WR-202601032|SKU-P1016|elsa.petrov549@example.com|08.05.2026|SHOP|2|AMER
WR-202601033|SKU-P1118|nadia.hartley451@example.com|29.05.2026|WEB|2|AMER
WR-202601034|SKU-P1063|orders@andersen727.example.com|10.08.2026|WEB|2|AMER
WR-202601035|SKU-P1062|orders@tanaka446.example.com|12.08.2026|BULK|2|AMER
WR-202501036|SKU-P1011|unknown.buyer1036@example.net|09.04.2025|WEB|1|APJ
WR-202501037|SKU-P1048|orders@sato317.example.com|16.07.2025|MKT|2|AMER
WR-202601038|SKU-P1049|kenji.hartley437@example.com|11.02.2026|SHOP|2|APJ
WR-202501039|SKU-P1044|ruben.reyes773@example.com|12.11.2025|MKT|2|EMEA
WR-202501040|SKU-P1019|nadia.jensen722@example.com|23.03.2025|SHOP|5|AMER
WR-202601041|SKU-P1044|orders@egan789.example.com|17.06.2026|WEB|2|EMEA
WR-202601042|SKU-P1032|viktor.vargas713@example.com|23.06.2026|MKT|3|APJ
WR-202601043|SKU-P1098|orders@silva244.example.com|27.03.2026|BULK|1|EMEA
WR-202601044|SKU-P1046|orders@egan397.example.com|03.06.2026|BULK|2|AMER
WR-202601045|SKU-P1067|tara.klein253@example.com|09.07.2026|MKT|1|LATM
WR-202601046|SKU-P1040|lena.novak753@example.com|14.03.2026|WEB|3|LATM
WR-202501047|SKU-P1066|nora.egan669@example.com|19.05.2025|SHOP|1|APJ
WR-202501048|SKU-P1068|lucia.novak737@example.com|20.04.2025|MKT|3|APJ
WR-202501049|SKU-P1000|arjun.sato154@example.com|27.06.2025|WEB|1|AMER
WR-202501050|SKU-P1028|aisha.romero542@example.com|05.08.2025|MKT|3|EMEA
WR-202601051|SKU-P1056|orders@keller83.example.com|03.01.2026|WEB|1|AMER
WR-202601052|SKU-P1097|yuki.fontaine596@example.com|17.06.2026|WEB|3|LATM
WR-202601053|SKU-P1086|clara.barros520@example.com|29.07.2026|WEB|2|AMER
WR-202601054|SKU-P1066|orders@sato317.example.com|10.01.2026|WEB|2|AMER
WR-202601055|SKU-P1056|owen.novak705@example.com|17.07.2026|SHOP|2|AMER
WR-202501056|SKU-P1051|orders@quinn530.example.com|20.05.2025|BULK|1|EMEA
WR-202501057|SKU-P1011|anders.silva25@example.com|03.05.2025|WEB|1|EMEA
WR-202501058|SKU-P1029|leo.fontaine766@example.com|23.05.2025|WEB|2|AMER
WR-202601059|SKU-P1013|unknown.buyer1059@example.net|16.03.2026|BULK|3|EMEA
WR-202501060|SKU-P1011|aisha.hartley264@example.com|30.09.2025|WEB|3|AMER
WR-202501061|SKU-P1038|orders@kowalski591.example.com|31.03.2025|BULK|1|AMER
WR-202601062|SKU-P1035|priya.petrov81@example.com|23.04.2026|WEB|1|AMER
WR-202601063|SKU-P1107|orders@klein136.example.com|02.07.2026|BULK|2|APJ
WR-202501064|SKU-P1099|orders@kowalski364.example.com|19.03.2025|BULK|1| LATM 
WR-202501065|SKU-P1043|ethan.petrov382@example.com|08.10.2025|WEB|2|EMEA
WR-202501066|SKU-P1008|ruben.berg30@example.com|27.04.2025|WEB|1|AMER
WR-202501067|SKU-P1014|nadia.reyes108@example.com|11.12.2025|WEB|2|AMER
WR-202601068|SKU-P1003|orders@larsen141.example.com|30.04.2026|BULK|3|AMER
WR-202501069|SKU-P1035|orders@andersen245.example.com|25.08.2025|BULK|1| EMEA 
WR-202601070|SKU-P1083|isla.lindqvist171@example.com|17.01.2026|SHOP|2| EMEA 
WR-202601071|SKU-P1007|orders@sato500.example.com|16.06.2026|SHOP|1|APJ
WR-202501072|SKU-P1092|felix.dubois143@example.com|23.07.2025|MKT|3|APJ
WR-202601073|SKU-P1057|lucas.petrov252@example.com|07.06.2026|WEB|1|EMEA
WR-202601074|SKU-P1027|nadia.lindqvist574@example.com|30.03.2026|WEB|2|AMER
WR-202601075|SKU-P1026|zoe.novak589@example.com|16.03.2026|WEB|3|AMER
WR-202501076|SKU-P1093|MATEO.OKAFOR359@EXAMPLE.COM|16.06.2025|SHOP|2|EMEA
WR-202501077|SKU-P1095|yuki.tanaka17@example.com|09.09.2025|WEB|5|AMER
WR-202601078|SKU-P1028|arjun.silva210@example.com|21.08.2026|WEB|1|AMER
WR-202601079|SKU-P1099|diego.dubois508@example.com|20.05.2026|WEB|2|AMER
WR-202601080|SKU-P1053|orders@silva354.example.com|09.02.2026|WEB|3|AMER
WR-202601081|SKU-P1006|orders@kowalski591.example.com|22.08.2026|WEB|3|AMER
WR-202601082|SKU-P1101|lucia.larsen137@example.com|20.01.2026|WEB|2|AMER
WR-202501083|SKU-P1102|nora.marchetti102@example.com|25.03.2025|WEB|3|AMER
WR-202601084|SKU-P1050|emma.novak564@example.com|23.03.2026|WEB|1|EMEA
WR-202501085|SKU-P1047|orders@sato575.example.com|30.05.2025|BULK|2|APJ
WR-202501086|SKU-P1051|liam.keller142@example.com|14.01.2025|WEB|2|AMER
WR-202601087|SKU-P1095|ethan.lindqvist409@example.com|12.02.2026|MKT|1|APJ
WR-202601088|SKU-P1008|sam.voss258@example.com|29.01.2026|MKT|2|EMEA
WR-202601089|SKU-P1019|owen.vargas495@example.com|20.04.2026|MKT|1|AMER
WR-202601090|SKU-P1001|kenji.svensson95@example.com|17.03.2026|SHOP|3|EMEA
WR-202601091|SKU-P1063|orders@tanaka446.example.com|12.08.2026|BULK|1|AMER
WR-202501092|SKU-P1116|diego.berg11@example.com|08.03.2025|WEB|5|EMEA
WR-202601093|SKU-P1043|mateo.petrov757@example.com|20.08.2026|WEB|3|AMER
WR-202501094|SKU-P1096|orders@tanaka695.example.com|08.10.2025|BULK|1|APJ
WR-202501095|SKU-P1043|aisha.duarte621@example.com|07.03.2025|WEB|1|EMEA
WR-202501096|SKU-P1074|owen.quinn146@example.com|10.12.2025|WEB|2|AMER
WR-202501097|SKU-P1013|orders@meyer227.example.com|02.05.2025|BULK|2|AMER
WR-202501098|SKU-P1038|orders@moreau7.example.com|07.12.2025|WEB|2|EMEA
WR-202601099|SKU-P1009|hugo.nguyen283@example.com|23.02.2026|MKT|1|AMER
WR-202501100|SKU-P1043|ethan.ortiz501@example.com|10.02.2025|SHOP|2|EMEA
